iterations,numThreads,type,microseconds
Big,14,native,348247
Big,16,native,521354
Big,18,native,451615
Big,20,native,356743
Big,22,native,336271
Big,24,native,341056
Tiny,1,native,11250
Tiny,2,native,7477
Tiny,4,native,5035
Tiny,6,native,4707
Tiny,8,native,4415
Tiny,10,native,4679
Tiny,12,native,6584
Tiny,14,native,4212
Tiny,16,native,8494
Tiny,18,native,7521
Tiny,20,native,6728
Tiny,22,native,4943
Tiny,24,native,5020
Small,1,native,681473
Small,2,native,237097
Small,4,native,144155
Small,6,native,89927
Small,8,native,71314
Small,10,native,60060
Small,12,native,51989
Small,14,native,47006
Small,16,native,55040
Small,18,native,37816
Small,20,native,34446
Small,22,native,46102
Small,24,native,38593
Big,1,native,3770145
Big,2,native,2625022
Big,4,native,1564785
Big,6,native,713443
Big,8,native,733433
Big,10,native,807230
Big,12,native,628964
Big,14,native,624437
Big,16,native,308996
Big,18,native,403214
Big,20,native,260347
Big,22,native,338529
Big,24,native,295880
Tiny,1,native,9838
Tiny,2,native,8601
Tiny,4,native,4659
Tiny,6,native,4259
Tiny,8,native,3260
Tiny,10,native,7286
Tiny,12,native,7145
Tiny,14,native,4854
Tiny,16,native,5396
Tiny,18,native,6060
Tiny,20,native,11526
Tiny,22,native,3803
Tiny,24,native,3763
Small,1,native,376879
Small,2,native,212191
Small,4,native,130914
Small,6,native,118383
Small,8,native,70954
Small,10,native,59720
Small,12,native,51990
Small,14,native,43345
Small,16,native,42109
Small,18,native,37923
Small,20,native,47143
Small,22,native,38636
Small,24,native,34108
Big,1,native,4144334
Big,2,native,1913685
Big,4,native,981552
Big,6,native,706807
Big,8,native,701395
Big,10,native,801154
Big,12,native,535810
Big,14,native,433880
Big,16,native,309585
Big,18,native,283143
Big,20,native,283264
Big,22,native,293359
Big,24,native,304194
Tiny,1,native,11150
Tiny,2,native,6405
Tiny,4,native,5106
Tiny,6,native,4019
Tiny,8,native,4295
Tiny,10,native,5074
Tiny,12,native,7509
Tiny,14,native,10870
Tiny,16,native,8249
Tiny,18,native,7983
Tiny,20,native,4418
Tiny,22,native,3922
Tiny,24,native,3277
Small,1,native,381047
Small,2,native,249792
Small,4,native,139083
Small,6,native,89289
Small,8,native,70701
Small,10,native,59539
Small,12,native,52022
Small,14,native,46213
Small,16,native,39891
Small,18,native,35991
Small,20,native,32871
Small,22,native,35502
Small,24,native,48726
Big,1,native,3752074
Big,2,native,2537400
Big,4,native,1570004
Big,6,native,1168874
Big,8,native,607656
Big,10,native,524190
Big,12,native,534455
Big,14,native,391235
Big,16,native,308279
Big,18,native,511696
Big,20,native,464483
Big,22,native,380823
Big,24,native,365487
Tiny,1,native,9391
Tiny,2,native,6287
Tiny,4,native,6433
Tiny,6,native,4292
Tiny,8,native,4735
Tiny,10,native,4969
Tiny,12,native,7690
Tiny,14,native,4881
Tiny,16,native,8515
Tiny,18,native,6183
Tiny,20,native,7211
Tiny,22,native,4013
Tiny,24,native,5505
Small,1,native,571536
Small,2,native,290843
Small,4,native,129446
Small,6,native,91133
Small,8,native,71683
Small,10,native,63626
Small,12,native,49618
Small,14,native,45644
Small,16,native,40418
Small,18,native,35058
Small,20,native,35373
Small,22,native,39769
Small,24,native,38234
Big,1,native,3853301
Big,2,native,1908722
Big,4,native,978574
Big,6,native,1170551
Big,8,native,880481
Big,10,native,482850
Big,12,native,406727
Big,14,native,618680
Big,16,native,319316
Big,18,native,419233
Big,20,native,262073
Big,22,native,302787
Big,24,native,302318
Tiny,1,native,9848
Tiny,2,native,6549
Tiny,4,native,4598
Tiny,6,native,5581
Tiny,8,native,4732
Tiny,10,native,6949
Tiny,12,native,6815
Tiny,14,native,7605
Tiny,16,native,7082
Tiny,18,native,6799
Tiny,20,native,9651
Tiny,22,native,3925
Tiny,24,native,3921
Small,1,native,518287
Small,2,native,236156
Small,4,native,255498
Small,6,native,91956
Small,8,native,71966
Small,10,native,59788
Small,12,native,59996
Small,14,native,49451
Small,16,native,41467
Small,18,native,34796
Small,20,native,33905
Small,22,native,37927
Small,24,native,38150
Big,1,native,4104766
Big,2,native,2630660
Big,4,native,1443690
Big,6,native,1171030
Big,8,native,672396
Big,10,native,662538
Big,12,native,704099
Big,14,native,359579
Big,16,native,311434
Big,18,native,379664
Big,20,native,257729
Big,22,native,389366
Big,24,native,327281
Tiny,1,native,9299
Tiny,2,native,7036
Tiny,4,native,3870
Tiny,6,native,5325
Tiny,8,native,5178
Tiny,10,native,7716
Tiny,12,native,4379
Tiny,14,native,5901
Tiny,16,native,10102
Tiny,18,native,9020
Tiny,20,native,6408
Tiny,22,native,3308
Tiny,24,native,3562
Small,1,native,544717
Small,2,native,290151
Small,4,native,129962
Small,6,native,91343
Small,8,native,69263
Small,10,native,58660
Small,12,native,53411
Small,14,native,74116
Small,16,native,67528
Small,18,native,39692
Small,20,native,44775
Small,22,native,45888
Small,24,native,44673
Big,1,native,4137772
Big,2,native,2607298
Big,4,native,990456
Big,6,native,705086
Big,8,native,911055
Big,10,native,568982
Big,12,native,478002
Big,14,native,549981
Big,16,native,520361
Big,18,native,466174
Big,20,native,375076
Big,22,native,342913
Big,24,native,319646
Tiny,1,native,7436
Tiny,2,native,7174
Tiny,4,native,5051
Tiny,6,native,4730
Tiny,8,native,4102
Tiny,10,native,6481
Tiny,12,native,7502
Tiny,14,native,6592
Tiny,16,native,6566
Tiny,18,native,12801
Tiny,20,native,10820
Tiny,22,native,3634
Tiny,24,native,4151
Small,1,native,704559
Small,2,native,245549
Small,4,native,203182
Small,6,native,91939
Small,8,native,72115
Small,10,native,59422
Small,12,native,50733
Small,14,native,44940
Small,16,native,40842
Small,18,native,58155
Small,20,native,53017
Small,22,native,38232
Small,24,native,38113
Big,1,native,3808967
Big,2,native,1912591
Big,4,native,1565073
Big,6,native,1169768
Big,8,native,601877
Big,10,native,628439
Big,12,native,688015
Big,14,native,354957
Big,16,native,566278
Big,18,native,549725
Big,20,native,250227
Big,22,native,328106
Big,24,native,325560
Tiny,1,native,11193
Tiny,2,native,8891
Tiny,4,native,5148
Tiny,6,native,5243
Tiny,8,native,4765
Tiny,10,native,7481
Tiny,12,native,4936
Tiny,14,native,7853
Tiny,16,native,14853
Tiny,18,native,9303
Tiny,20,native,6422
Tiny,22,native,2814
Tiny,24,native,3120
Small,1,native,433262
Small,2,native,492520
Small,4,native,226508
Small,6,native,90696
Small,8,native,71482
Small,10,native,59858
Small,12,native,51907
Small,14,native,44328
Small,16,native,39635
Small,18,native,45676
Small,20,native,42647
Small,22,native,36554
Small,24,native,40366
Big,1,native,3751183
Big,2,native,2609609
Big,4,native,979912
Big,6,native,697262
Big,8,native,906304
Big,10,native,500047
Big,12,native,416919
Big,14,native,349647
Big,16,native,560543
Big,18,native,551302
Big,20,native,260923
Big,22,native,330128
Big,24,native,331847
Tiny,1,native,9326
Tiny,2,native,6478
Tiny,4,native,5470
Tiny,6,native,5574
Tiny,8,native,4636
Tiny,10,native,6709
Tiny,12,native,7110
Tiny,14,native,6776
Tiny,16,native,7400
Tiny,18,native,8848
Tiny,20,native,10297
Tiny,22,native,3269
Tiny,24,native,3163
Small,1,native,456859
Small,2,native,231506
Small,4,native,134818
Small,6,native,88555
Small,8,native,87980
Small,10,native,59619
Small,12,native,51889
Small,14,native,47016
Small,16,native,38978
Small,18,native,37052
Small,20,native,39798
Small,22,native,38262
Small,24,native,38190
Big,1,native,4128182
Big,2,native,1912491
Big,4,native,1565336
Big,6,native,705306
Big,8,native,649166
Big,10,native,780799
Big,12,native,409358
Big,14,native,350121
Big,16,native,531056
Big,18,native,493903
Big,20,native,431001
Big,22,native,372146
Big,24,native,310775
Tiny,1,wasm,19200
Tiny,2,wasm,10307
Tiny,4,wasm,8400
Tiny,6,wasm,8808
Tiny,8,wasm,11469
Tiny,10,wasm,12762
Tiny,12,wasm,13059
Tiny,14,wasm,15319
Tiny,16,wasm,14674
Tiny,18,wasm,17023
Tiny,20,wasm,23998
Tiny,22,wasm,22867
Tiny,24,wasm,23949
Small,1,wasm,361872
Small,2,wasm,432491
Small,4,wasm,123545
Small,6,wasm,86362
Small,8,wasm,67964
Small,10,wasm,57637
Small,12,wasm,52555
Small,14,wasm,48768
Small,16,wasm,65289
Small,18,wasm,42676
Small,20,wasm,46783
Small,22,wasm,70697
Small,24,wasm,86305
Big,1,wasm,3613538
Big,2,wasm,2729054
Big,4,wasm,1503652
Big,6,wasm,1129394
Big,8,wasm,570666
Big,10,wasm,531302
Big,12,wasm,415405
Big,14,wasm,335086
Big,16,wasm,570772
Big,18,wasm,308304
Big,20,wasm,323582
Big,22,wasm,336436
Big,24,wasm,368950
Tiny,1,wasm,9368
Tiny,2,wasm,7329
Tiny,4,wasm,6649
Tiny,6,wasm,6660
Tiny,8,wasm,10230
Tiny,10,wasm,11254
Tiny,12,wasm,11548
Tiny,14,wasm,12336
Tiny,16,wasm,16569
Tiny,18,wasm,16339
Tiny,20,wasm,17654
Tiny,22,wasm,20028
Tiny,24,wasm,21474
Small,1,wasm,443124
Small,2,wasm,489885
Small,4,wasm,237627
Small,6,wasm,87667
Small,8,wasm,68303
Small,10,wasm,64233
Small,12,wasm,52040
Small,14,wasm,63778
Small,16,wasm,79607
Small,18,wasm,71076
Small,20,wasm,45515
Small,22,wasm,65055
Small,24,wasm,82360
Big,1,wasm,3991139
Big,2,wasm,1816285
Big,4,wasm,1491926
Big,6,wasm,1110545
Big,8,wasm,915273
Big,10,wasm,756393
Big,12,wasm,463075
Big,14,wasm,342243
Big,16,wasm,541343
Big,18,wasm,524505
Big,20,wasm,512493
Big,22,wasm,351102
Big,24,wasm,385222
Tiny,1,wasm,9896
Tiny,2,wasm,7323
Tiny,4,wasm,7985
Tiny,6,wasm,7466
Tiny,8,wasm,7858
Tiny,10,wasm,9575
Tiny,12,wasm,12429
Tiny,14,wasm,12883
Tiny,16,wasm,15079
Tiny,18,wasm,17119
Tiny,20,wasm,18866
Tiny,22,wasm,19590
Tiny,24,wasm,24703
Small,1,wasm,723532
Small,2,wasm,236811
Small,4,wasm,123671
Small,6,wasm,87066
Small,8,wasm,69402
Small,10,wasm,59344
Small,12,wasm,51438
Small,14,wasm,68442
Small,16,wasm,44446
Small,18,wasm,43279
Small,20,wasm,55554
Small,22,wasm,85981
Small,24,wasm,71878
Big,1,wasm,3634326
Big,2,wasm,2558270
Big,4,wasm,1495897
Big,6,wasm,1109613
Big,8,wasm,911774
Big,10,wasm,751019
Big,12,wasm,442022
Big,14,wasm,348937
Big,16,wasm,511567
Big,18,wasm,464745
Big,20,wasm,445646
Big,22,wasm,399613
Big,24,wasm,410067
Tiny,1,wasm,10276
Tiny,2,wasm,8915
Tiny,4,wasm,7372
Tiny,6,wasm,9664
Tiny,8,wasm,12773
Tiny,10,wasm,15021
Tiny,12,wasm,11677
Tiny,14,wasm,14901
Tiny,16,wasm,19137
Tiny,18,wasm,19937
Tiny,20,wasm,23193
Tiny,22,wasm,24060
Tiny,24,wasm,24370
Small,1,wasm,633773
Small,2,wasm,471432
Small,4,wasm,195638
Small,6,wasm,88029
Small,8,wasm,70434
Small,10,wasm,58827
Small,12,wasm,52585
Small,14,wasm,48073
Small,16,wasm,45776
Small,18,wasm,63490
Small,20,wasm,47842
Small,22,wasm,91705
Small,24,wasm,74142
Big,1,wasm,3920142
Big,2,wasm,2173271
Big,4,wasm,1502116
Big,6,wasm,1128754
Big,8,wasm,571105
Big,10,wasm,462766
Big,12,wasm,396532
Big,14,wasm,611079
Big,16,wasm,300021
Big,18,wasm,397304
Big,20,wasm,261507
Big,22,wasm,353241
Big,24,wasm,442527
Tiny,1,wasm,10280
Tiny,2,wasm,7003
Tiny,4,wasm,7537
Tiny,6,wasm,7436
Tiny,8,wasm,8033
Tiny,10,wasm,9315
Tiny,12,wasm,10618
Tiny,14,wasm,12516
Tiny,16,wasm,14743
Tiny,18,wasm,20316
Tiny,20,wasm,18048
Tiny,22,wasm,20227
Tiny,24,wasm,22005
Small,1,wasm,506858
Small,2,wasm,493854
Small,4,wasm,241259
Small,6,wasm,172287
Small,8,wasm,69843
Small,10,wasm,85901
Small,12,wasm,54969
Small,14,wasm,64149
Small,16,wasm,46804
Small,18,wasm,81611
Small,20,wasm,46968
Small,22,wasm,62385
Small,24,wasm,69919
Big,1,wasm,4186358
Big,2,wasm,2474661
Big,4,wasm,1065622
Big,6,wasm,858529
Big,8,wasm,572801
Big,10,wasm,477165
Big,12,wasm,389919
Big,14,wasm,337225
Big,16,wasm,425181
Big,18,wasm,374400
Big,20,wasm,245625
Big,22,wasm,388126
Big,24,wasm,410280
Tiny,1,wasm,8582
Tiny,2,wasm,8248
Tiny,4,wasm,6943
Tiny,6,wasm,7628
Tiny,8,wasm,8790
Tiny,10,wasm,10894
Tiny,12,wasm,11503
Tiny,14,wasm,15665
Tiny,16,wasm,13097
Tiny,18,wasm,16940
Tiny,20,wasm,17876
Tiny,22,wasm,20815
Tiny,24,wasm,22409
Small,1,wasm,601469
Small,2,wasm,474694
Small,4,wasm,203639
Small,6,wasm,171912
Small,8,wasm,134647
Small,10,wasm,85522
Small,12,wasm,52779
Small,14,wasm,49767
Small,16,wasm,69794
Small,18,wasm,49011
Small,20,wasm,50338
Small,22,wasm,72663
Small,24,wasm,72378
Big,1,wasm,4164357
Big,2,wasm,1810996
Big,4,wasm,1504113
Big,6,wasm,1127811
Big,8,wasm,698958
Big,10,wasm,655778
Big,12,wasm,682481
Big,14,wasm,342878
Big,16,wasm,570220
Big,18,wasm,276878
Big,20,wasm,279261
Big,22,wasm,325825
Big,24,wasm,379554
Tiny,1,wasm,8891
Tiny,2,wasm,10014
Tiny,4,wasm,8190
Tiny,6,wasm,7405
Tiny,8,wasm,8959
Tiny,10,wasm,12559
Tiny,12,wasm,11130
Tiny,14,wasm,14664
Tiny,16,wasm,14399
Tiny,18,wasm,15709
Tiny,20,wasm,18048
Tiny,22,wasm,21215
Tiny,24,wasm,21969
Small,1,wasm,766968
Small,2,wasm,242549
Small,4,wasm,240150
Small,6,wasm,88209
Small,8,wasm,68385
Small,10,wasm,65168
Small,12,wasm,53537
Small,14,wasm,49216
Small,16,wasm,46350
Small,18,wasm,50479
Small,20,wasm,75243
Small,22,wasm,72177
Small,24,wasm,77436
Big,1,wasm,3946359
Big,2,wasm,2548736
Big,4,wasm,1503545
Big,6,wasm,1128413
Big,8,wasm,572108
Big,10,wasm,464641
Big,12,wasm,388089
Big,14,wasm,610931
Big,16,wasm,361655
Big,18,wasm,484185
Big,20,wasm,392644
Big,22,wasm,460776
Big,24,wasm,435367
Tiny,1,wasm,14530
Tiny,2,wasm,10224
Tiny,4,wasm,8645
Tiny,6,wasm,8409
Tiny,8,wasm,9037
Tiny,10,wasm,10123
Tiny,12,wasm,13365
Tiny,14,wasm,16785
Tiny,16,wasm,19548
Tiny,18,wasm,23029
Tiny,20,wasm,24112
Tiny,22,wasm,25690
Tiny,24,wasm,26190
Small,1,wasm,696296
Small,2,wasm,242329
Small,4,wasm,124123
Small,6,wasm,131620
Small,8,wasm,68363
Small,10,wasm,57484
Small,12,wasm,53075
Small,14,wasm,45600
Small,16,wasm,51397
Small,18,wasm,46140
Small,20,wasm,78744
Small,22,wasm,79587
Small,24,wasm,79712
Big,1,wasm,3651114
Big,2,wasm,2548109
Big,4,wasm,1498764
Big,6,wasm,1119315
Big,8,wasm,1002721
Big,10,wasm,783762
Big,12,wasm,496598
Big,14,wasm,466919
Big,16,wasm,319678
Big,18,wasm,286751
Big,20,wasm,325282
Big,22,wasm,344923
Big,24,wasm,353829
Tiny,1,wasm,9043
Tiny,2,wasm,8891
Tiny,4,wasm,7182
Tiny,6,wasm,8120
Tiny,8,wasm,9249
Tiny,10,wasm,8970
Tiny,12,wasm,12372
Tiny,14,wasm,12839
Tiny,16,wasm,11804
Tiny,18,wasm,17084
Tiny,20,wasm,19981
Tiny,22,wasm,19837
Tiny,24,wasm,22192
Small,1,wasm,357027
Small,2,wasm,316201
Small,4,wasm,123961
Small,6,wasm,86575
Small,8,wasm,69054
Small,10,wasm,102700
Small,12,wasm,62190
Small,14,wasm,56303
Small,16,wasm,44295
Small,18,wasm,60085
Small,20,wasm,61305
Small,22,wasm,69013
Small,24,wasm,96318
Big,1,wasm,3644503
Big,2,wasm,2137904
Big,4,wasm,1485948
Big,6,wasm,1110993
Big,8,wasm,908071
Big,10,wasm,749641
Big,12,wasm,391687
Big,14,wasm,626829
Big,16,wasm,304971
Big,18,wasm,446719
Big,20,wasm,409936
Big,22,wasm,382940
Big,24,wasm,429297
Tiny,1,wasm,9733
Tiny,2,wasm,8884
Tiny,4,wasm,7578
Tiny,6,wasm,8230
Tiny,8,wasm,9958
Tiny,10,wasm,9897
Tiny,12,wasm,17559
Tiny,14,wasm,13471
Tiny,16,wasm,19404
Tiny,18,wasm,20846
Tiny,20,wasm,17552
Tiny,22,wasm,21595
Tiny,24,wasm,25989
Small,1,wasm,498594
Small,2,wasm,238339
Small,4,wasm,132361
Small,6,wasm,86439
Small,8,wasm,69708
Small,10,wasm,58414
Small,12,wasm,52322
Small,14,wasm,46605
Small,16,wasm,46300
Small,18,wasm,71495
Small,20,wasm,44855
Small,22,wasm,68069
Small,24,wasm,63857
Big,1,wasm,3921833
Big,2,wasm,2145289
Big,4,wasm,1499502
Big,6,wasm,1125885
Big,8,wasm,915596
Big,10,wasm,756410
Big,12,wasm,460037
Big,14,wasm,343695
Big,16,wasm,551646
Big,18,wasm,472549
Big,20,wasm,506832
Big,22,wasm,402873
Big,24,wasm,374655
Tiny,1,wasm,10844
Tiny,2,wasm,9176
Tiny,4,wasm,7709
Tiny,6,wasm,7944
Tiny,8,wasm,8306
Tiny,10,wasm,8965
Tiny,12,wasm,11687
Tiny,14,wasm,15588
Tiny,16,wasm,15283
Tiny,18,wasm,19819
Tiny,20,wasm,24835
Tiny,22,wasm,24444
Tiny,24,wasm,27241
Small,1,wasm,571515
Small,2,wasm,236693
Small,4,wasm,123790
Small,6,wasm,86710
Small,8,wasm,96808
Small,10,wasm,59413
Small,12,wasm,50738
Small,14,wasm,47901
Small,16,wasm,69509
Small,18,wasm,44486
Small,20,wasm,58834
Small,22,wasm,67494
Small,24,wasm,66202
Big,1,wasm,3674599
Big,2,wasm,2532163
Big,4,wasm,1215294
Big,6,wasm,1130330
Big,8,wasm,695866
Big,10,wasm,668863
Big,12,wasm,683095
Big,14,wasm,338443
Big,16,wasm,573919
Big,18,wasm,284649
Big,20,wasm,360652
Big,22,wasm,363523
Big,24,wasm,346218
Tiny,1,wasm,9170
Tiny,2,wasm,8835
Tiny,4,wasm,6507
Tiny,6,wasm,6824
Tiny,8,wasm,9460
Tiny,10,wasm,9332
Tiny,12,wasm,12698
